val_loss,val_acc,train_loss,f1,roc_auc
1.3377794027328491,0.39814817905426025,1.2021558284759521,0.3100648738862419,0.718951797749314
1.2140274047851562,0.4787963330745697,0.8192027807235718,0.3770433659424894,0.799691013828527
0.7393735647201538,0.65666663646698,0.7255178093910217,0.518893171163851,0.8438721864513171
0.6590903997421265,0.6886110901832581,0.661343514919281,0.5728521842843634,0.8750121998418227
0.6140084266662598,0.7185184955596924,0.6134202480316162,0.6515982303839069,0.8855177551679142
0.6158592700958252,0.7275000214576721,0.5953018069267273,0.7128743170500481,0.8742141236689168
0.5728821754455566,0.7564814686775208,0.5662533640861511,0.7203603175007717,0.8994621106312762
0.5803892612457275,0.7475000023841858,0.5541759729385376,0.7066259193896559,0.8979060125205818
0.5945658087730408,0.7558333277702332,0.5361105799674988,0.7362282962985334,0.8927801412581058
0.5783169269561768,0.7574999928474426,0.5356394648551941,0.7250964410154305,0.9028679189288004
0.5602964162826538,0.7667592167854309,0.5184115767478943,0.7505887730284756,0.9017545845654281
0.5550649762153625,0.76712965965271,0.5092259645462036,0.753128592531286,0.9047040142451319
0.5661674737930298,0.7498148083686829,0.49428093433380127,0.7172486110490489,0.9091135240537027
0.6471866965293884,0.7072222828865051,0.4894266128540039,0.6718390337266579,0.8893893756077612
0.6521953344345093,0.743148148059845,0.48464685678482056,0.6983209125614188,0.9126607332347146
